Reference,Type,Amount_USD,Date,Paid Status,Market,Production Deposit,Class,Supplier,Direct to Client?,Month,Amount GBP,UK Deposit Ref
"PO-1513328",Deposit,3291.84,2026-12-09,TRUE,"OT","P53-UK-LX2",committed,"Lixin",TRUE,Dec-26,2456.60,"53"
"PO-53UKLX1B",Deposit,12629.34,2026-12-09,TRUE,"UK","P53-UK-LX1",committed,"Lixin",FALSE,Dec-26,9424.88,"53"
"PO-1006156",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1006160",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1007762",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1009266",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1018049",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1116522",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1116527A",Deposit,0.00,,FALSE,"OT","",committed,"MQ Print (Sherry)",TRUE,Undated,0.00,""
"PO-1119085",Deposit,0.00,,FALSE,"OT","",committed,"MQ Print (Sherry)",TRUE,Undated,0.00,""
"PO-1124841",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1143450",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-1143453",Deposit,0.00,,FALSE,"OT","",committed,"MQ Print (Sherry)",TRUE,Undated,0.00,""
"PO-1149763",Deposit,0.00,,FALSE,"OT","",committed,"Bright Eagle (Rebecca)",TRUE,Undated,0.00,""
"PO-1149768",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-1153012",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1153013",Deposit,0.00,,FALSE,"OT","",committed,"Bright Eagle (Rebecca)",TRUE,Undated,0.00,""
"PO-1164499",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1164501",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1164503",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1167716",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1167719",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1167721",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1167722",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1167728",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1167730",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1167733",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1167737",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1167738",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1167739",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1167740",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1167742",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1171975",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-1230405",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1257571",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1268348",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1349257",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1357647",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1395172",Deposit,0.00,,FALSE,"OT","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-1501525",Deposit,0.00,,FALSE,"OT","",committed,"Bright Eagle (Rebecca)",TRUE,Undated,0.00,""
"PO-1505996",Deposit,0.00,,FALSE,"OT","",committed,"Bright Eagle (Rebecca)",TRUE,Undated,0.00,""
"PO-1506024",Deposit,0.00,,FALSE,"OT","P53-UK-BL1",committed,"Ballast",TRUE,Undated,0.00,"53"
"PO-1506026",Deposit,0.00,,FALSE,"OT","P53-UK-BL1",committed,"Ballast",TRUE,Undated,0.00,"53"
"PO-1513335",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1516301",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1516849",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1516850",Deposit,0.00,,FALSE,"UK","",committed,"Bright Eagle (Rebecca)",TRUE,Undated,0.00,""
"PO-1520340",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1527967",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1528006A",Deposit,0.00,,FALSE,"OT","P53-UK-WK1",committed,"Weireken",TRUE,Undated,0.00,"53"
"PO-1528451",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1530484",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1530985",Deposit,0.00,,FALSE,"OT","P53-UK-WK1",committed,"Lixin",TRUE,Undated,0.00,"53"
"PO-1530986",Deposit,0.00,,FALSE,"OT","",committed,"Ballast",TRUE,Undated,0.00,""
"PO-1530991",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-1531911",Deposit,0.00,,FALSE,"OT","",committed,"Bright Eagle (Rebecca)",TRUE,Undated,0.00,""
"PO-1535301",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1538449",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1539094",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1558973",Deposit,0.00,,FALSE,"OT","",committed,"Bright Eagle (Rebecca)",TRUE,Undated,0.00,""
"PO-1596957",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1618722",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-1619177",Deposit,0.00,,FALSE,"OT","P54-UK-XR2",committed,"XR Textile",TRUE,Undated,0.00,"54"
"PO-1672810",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-226493",Deposit,0.00,,FALSE,"OT","",committed,"Bright Eagle (Rebecca)",TRUE,Undated,0.00,""
"PO-231447",Deposit,0.00,,FALSE,"EU","",committed,"Bright Eagle (Rebecca)",TRUE,Undated,0.00,""
"PO-237108",Deposit,0.00,,FALSE,"OT","",committed,"Bright Eagle (Rebecca)",TRUE,Undated,0.00,""
"PO-30EUBE-TF",Deposit,0.00,,FALSE,"EU","",committed,"Bright Eagle (Rebecca)",TRUE,Undated,0.00,""
"PO-30EUBE1",Deposit,0.00,,FALSE,"EU","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-30UKBE1",Deposit,0.00,,FALSE,"UK","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-30USBE1",Deposit,0.00,,FALSE,"US","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-40EUXR2",Deposit,0.00,,FALSE,"EU","P40-UK-XR1",committed,"XR Textile",FALSE,Undated,0.00,"40"
"PO-40UKJM2",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-42AUMQ1",Deposit,0.00,,FALSE,"AU","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-42DBMQ1",Deposit,0.00,,FALSE,"DB","",committed,"MQ Print (Sherry)",TRUE,Undated,0.00,""
"PO-42EUMQ1",Deposit,0.00,,FALSE,"EU","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-42UKJM1",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-42UKMQ1",Deposit,0.00,,FALSE,"UK","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-42USFR1",Deposit,0.00,,FALSE,"US","",committed,"Forming Reality",FALSE,Undated,0.00,""
"PO-42USMQ1",Deposit,0.00,,FALSE,"US","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-43AUMQ1",Deposit,0.00,,FALSE,"AU","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-43EUJM1",Deposit,0.00,,FALSE,"EU","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-43UKBE1",Deposit,0.00,,FALSE,"UK","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-43UKMQ1",Deposit,0.00,,FALSE,"UK","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-43UKMQ2",Deposit,0.00,,FALSE,"UK","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-43USBE1",Deposit,0.00,,FALSE,"US","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-43USJM1",Deposit,0.00,,FALSE,"US","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-43USMQ1A",Deposit,0.00,,FALSE,"US","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-43USMQ2",Deposit,0.00,,FALSE,"US","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-43USMQ3",Deposit,0.00,,FALSE,"US","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-44AUJM1",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-44CABE1",Deposit,0.00,,FALSE,"CA","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-44CAJM1",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-44EUBE1",Deposit,0.00,,FALSE,"EU","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-44EUJM1",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-44UKBE2",Deposit,0.00,,FALSE,"UK","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-44UKBE3",Deposit,0.00,,FALSE,"OT","",committed,"Bright Eagle (Rebecca)",TRUE,Undated,0.00,""
"PO-44UKHD1",Deposit,0.00,,FALSE,"UK","",committed,"Huzhou Double Qing (Ribbon)",FALSE,Undated,0.00,""
"PO-44UKJM1",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-44UKJM2",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-44UKJM4",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-44UKJM5",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-44USBE1",Deposit,0.00,,FALSE,"US","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-44USBE3",Deposit,0.00,,FALSE,"US","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-44USJM1",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-45AUJM1",Deposit,0.00,,FALSE,"AU","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-45EUXR2",Deposit,0.00,,FALSE,"EU","",committed,"XR Textile",FALSE,Undated,0.00,""
"PO-45UKJM1",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-45UKJM2",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-46AUJM1",Deposit,0.00,,FALSE,"AU","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-46AUMQ1",Deposit,0.00,,FALSE,"AU","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-46CABE1",Deposit,0.00,,FALSE,"CA","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-46CAJM1",Deposit,0.00,,FALSE,"CA","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-46CAMQ1",Deposit,0.00,,FALSE,"CA","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-46CSMQ1",Deposit,0.00,,FALSE,"OT","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-46EUBE1",Deposit,0.00,,FALSE,"EU","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-46EUJM1",Deposit,0.00,,FALSE,"EU","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-46EUJM2",Deposit,0.00,,FALSE,"EU","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-46EUJM3",Deposit,0.00,,FALSE,"EU","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-46EUMQ1",Deposit,0.00,,FALSE,"EU","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-46EUXR3",Deposit,0.00,,FALSE,"EU","",committed,"XR Textile",FALSE,Undated,0.00,""
"PO-46UKBE1",Deposit,0.00,,FALSE,"UK","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-46UKBE2",Deposit,0.00,,FALSE,"UK","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-46UKJM1",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-46UKJM2",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-46UKJM3",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-46UKMQ1",Deposit,0.00,,FALSE,"UK","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-46UKMQ4",Deposit,0.00,,FALSE,"UK","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-46UKXR15",Deposit,0.00,,FALSE,"UK","",committed,"XR Textile",FALSE,Undated,0.00,""
"PO-46USBE1",Deposit,0.00,,FALSE,"US","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-46USJM1",Deposit,0.00,,FALSE,"US","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-46USJM2",Deposit,0.00,,FALSE,"US","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-46USMQ1",Deposit,0.00,,FALSE,"US","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-46USXR11",Deposit,0.00,,FALSE,"US","",committed,"XR Textile",FALSE,Undated,0.00,""
"PO-49AUJM1",Deposit,0.00,,FALSE,"AU","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-49UKJM2A",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-49UKJM4",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-51AUJM1",Deposit,0.00,,FALSE,"AU","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-51UKJM1",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-51UKJM2",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-51UKJM3",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-51UKMQ1",Deposit,0.00,,FALSE,"UK","NO DEPOSIT",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-51UKXR6",Deposit,0.00,,FALSE,"UK","P51-UK-XR1",committed,"XR Textile",FALSE,Undated,0.00,"51"
"PO-51USBE1",Deposit,0.00,,FALSE,"US","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-51USJM1",Deposit,0.00,,FALSE,"US","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-53AUJM1",Deposit,0.00,,FALSE,"AU","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-53AUJM2",Deposit,0.00,,FALSE,"AU","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-53EUBE1-DEC",Deposit,0.00,,FALSE,"EU","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-53EUJM1",Deposit,0.00,,FALSE,"EU","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-53UKBE2-JAN",Deposit,0.00,,FALSE,"UK","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-53UKJM-WAIT",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-53UKJM1",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-53UKJM2-JAN",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-53UKJM3-JAN",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-53USBE1-DEC",Deposit,0.00,,FALSE,"US","",committed,"Bright Eagle (Rebecca)",FALSE,Undated,0.00,""
"PO-53USJM1",Deposit,0.00,,FALSE,"US","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-53USJM1-FBA",Deposit,0.00,,FALSE,"US","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-54AUMQ1-FEB",Deposit,0.00,,FALSE,"AU","NO DEPOSIT",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-54EUJM1-FEB",Deposit,0.00,,FALSE,"EU","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-54EUMQ1-FEB",Deposit,0.00,,FALSE,"EU","NO DEPOSIT",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-54UKJM1-FBA",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-54UKJM1-FEB",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-54UKJM2-FEB",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-54UKMQ1-FEB",Deposit,0.00,,FALSE,"UK","NO DEPOSIT",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-54USMQ1-FEB",Deposit,0.00,,FALSE,"US","NO DEPOSIT",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-55AUJM1",Deposit,0.00,,FALSE,"AU","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-55EUJM1",Deposit,0.00,,FALSE,"EU","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-55UKJM1",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-55UKJM1-FBA",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-55UKJM2",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-55UKJM2-FBA",Deposit,0.00,,FALSE,"UK","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-55UKLX-AW26-3",Deposit,0.00,,FALSE,"UK","P55-UK-LX1",committed,"Lixin",TRUE,Undated,0.00,"55"
"PO-55UKMQ1",Deposit,0.00,,FALSE,"UK","NO DEPOSIT",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"PO-55UKXR-AW26-3",Deposit,0.00,,FALSE,"UK","P55-UK-XR2",committed,"XR Textile",FALSE,Undated,0.00,"55"
"PO-55USJM-FBA1",Deposit,0.00,,FALSE,"US","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-55USJM-FBA2",Deposit,0.00,,FALSE,"US","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-55USJM-FBA3",Deposit,0.00,,FALSE,"US","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-55USJM1",Deposit,0.00,,FALSE,"US","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-55USJM2",Deposit,0.00,,FALSE,"US","",committed,"Jinma (Merry)",FALSE,Undated,0.00,""
"PO-800943",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-808465",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-816012",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-871626A",Deposit,0.00,,FALSE,"US","",committed,"XR Textile",FALSE,Undated,0.00,""
"PO-871626B",Deposit,0.00,,FALSE,"OT","",committed,"XR Textile",TRUE,Undated,0.00,""
"PO-902815",Deposit,0.00,,FALSE,"OT","",committed,"Bright Eagle (Rebecca)",TRUE,Undated,0.00,""
"PO-929001",Deposit,0.00,,FALSE,"OT","",committed,"Bright Eagle (Rebecca)",TRUE,Undated,0.00,""
"PO-949877",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-964478",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-973104",Deposit,0.00,,FALSE,"OT","",committed,"Jinma (Merry)",TRUE,Undated,0.00,""
"PO-973105",Deposit,0.00,,FALSE,"OT","",committed,"Bright Eagle (Rebecca)",TRUE,Undated,0.00,""
"TRF-933559A",Deposit,0.00,,FALSE,"US","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
"TRF-933581A",Deposit,0.00,,FALSE,"US","",committed,"MQ Print (Sherry)",FALSE,Undated,0.00,""
